title,titleUrl,time,year,weekday,hour,date,author,type
SOS Milla : Invité Julien Bert - Episode 120,https://www.youtube.com/watch?v=Tg83DOV7HSM,2018-12-28 16:27:43.710000+00:00,2018,4,16,2018-12-28,Non Stop,People & Blogs
I Bought A FAKE James Charles Palette,https://www.youtube.com/watch?v=hthcWCOxyUs,2018-12-28 16:14:33.059000+00:00,2018,4,16,2018-12-28,James Charles,Entertainment
I Tried Following A Bob Ross Tutorial On my Face,https://www.youtube.com/watch?v=T-tt5i56zo8,2018-12-28 16:01:13.522000+00:00,2018,4,16,2018-12-28,James Charles,Entertainment
JE DEVIENS JOURNALISTE AUX NRJ MUSIC AWARDS !,https://www.youtube.com/watch?v=eHWV6zwOTKs,2018-12-28 16:00:48.922000+00:00,2018,4,16,2018-12-28,RaïssaGloria,Entertainment
Jorja Smith - Blue Lights | A COLORS SHOW,https://www.youtube.com/watch?v=fYwRsJAPfec,2018-12-28 15:51:47.332000+00:00,2018,4,15,2018-12-28,COLORS,Music
"Evy (LPDLA): Paga ? "" On fait du Jacquie et Michel ensemble depuis 1 an ! """,https://www.youtube.com/watch?v=YdCHdK2NoRA,2018-12-28 15:46:07.774000+00:00,2018,4,15,2018-12-28,sam zirah,People & Blogs
Top 8 2018 Romantic Movies You Must Watch !,https://www.youtube.com/watch?v=K9eerNzEL3Y,2018-12-28 15:39:46.527000+00:00,2018,4,15,2018-12-28,David Rosca,Film & Animation
A SNOW WHITE CHRISTMAS Official Trailer (2018) Christmas Movie HD,https://www.youtube.com/watch?v=K3OuU9ygRJg,2018-12-28 15:38:02.632000+00:00,2018,4,15,2018-12-28,ONE Media,Film & Animation
"Mark Ronson, Miley Cyrus - No Tears Left To Cry (Ariana Grande cover) in the Live Lounge",https://www.youtube.com/watch?v=2UjJGNA4BL0,2018-12-28 15:34:21.357000+00:00,2018,4,15,2018-12-28,BBCRadio1VEVO,Music
JE TRANSFORME MON CHATON EN BEBOM ! 😍 FT/ ENJOY PHOENIX | Jordan MKP,https://www.youtube.com/watch?v=fAPi6KArOL0,2018-12-28 15:27:24.653000+00:00,2018,4,15,2018-12-28,Jordan MKP,Entertainment
Bella's Transformation and Unbielievable Powers in HD,https://www.youtube.com/watch?v=n4sXsl6NkFI,2018-12-28 15:27:16.186000+00:00,2018,4,15,2018-12-28,Cutscenes Movies,People & Blogs
une vidéo qui a été supprimée,,2018-12-28 15:26:05.489000+00:00,2018,4,15,2018-12-28,,
"'Party In The USA' w/ Kendall Jenner, Hailey Bieber & Miley Cyrus - Carpool Karaoke: The Series",https://www.youtube.com/watch?v=qpTOhicSrQ0,2018-12-28 15:07:08.869000+00:00,2018,4,15,2018-12-28,The Late Late Show with James Corden,Entertainment
[SEPHORA x RICHAARD] Test WTF des masques Sephora Collection ! w/ JohanPapz & Lena Situations,https://www.youtube.com/watch?v=CsEba06MSGc,2018-12-28 14:55:51.722000+00:00,2018,4,14,2018-12-28,SEPHORAFRANCE,Howto & Style
L'ANNÉE DU RIRE,https://www.youtube.com/watch?v=hcyxjtSMC2k,2018-12-28 14:41:08.086000+00:00,2018,4,14,2018-12-28,Cyprien,Comedy
HUSBAND & WIFE (& BEST FRIEND) HIGH SCHOOL MUSICAL 3 CARPOOL KARAOKE,https://www.youtube.com/watch?v=WuXTjqH2F5U,2018-12-28 12:20:06.794000+00:00,2018,4,12,2018-12-28,Jess and Gabriel,Entertainment
Anthony Alcaraz (LPDLA6) : Qui est la plus belle ? Sa princesse Cynthia ? Milla Jasmine ?,https://www.youtube.com/watch?v=Ab5-RxRSlCU,2018-12-28 12:13:11.187000+00:00,2018,4,12,2018-12-28,VDBUZZ,Entertainment
BILLIE EILISH Hostage | Dream Dance w/ Tessa Brooks,https://www.youtube.com/watch?v=1ehacKMOPBY,2018-12-28 01:40:24.477000+00:00,2018,4,1,2018-12-28,AwesomenessTV,Entertainment
HAUL : Comment s'habiller le 31 décembre ? En PLT by Milla Jasmine,https://www.youtube.com/watch?v=azp9RXzQlx8,2018-12-28 01:32:22.027000+00:00,2018,4,1,2018-12-28,Milla Jasmine,People & Blogs
LA VÉRITÉ SUR LES COUPLES DES YOUTUBERS,https://www.youtube.com/watch?v=mS9P32LMQVU,2018-12-28 01:14:21.231000+00:00,2018,4,1,2018-12-28,Gossip Youtube France,Entertainment
MA SOEUR LIT MES BULLETINS SCOLAIRES ( COLLÈGE / LYCÉE ) !!!,https://www.youtube.com/watch?v=WUGd7OZU0pE,2018-12-28 00:59:35.266000+00:00,2018,4,0,2018-12-28,JohanPapz,Entertainment
Je n'aime pas Noël.,https://www.youtube.com/watch?v=NnzeYkx2Iqo,2018-12-28 00:49:47.042000+00:00,2018,4,0,2018-12-28,Nadjélika,Entertainment
TU BALANCES OU TU MANGES ! ft. Alexandre Calvez - Horia,https://www.youtube.com/watch?v=jOBX5V30RSA,2018-12-26 18:26:51.434000+00:00,2018,2,18,2018-12-26,Horia,Howto & Style
SOS Milla : Invitée Laura Lempika - Episode 119,https://www.youtube.com/watch?v=7X29xR0_Yz8,2018-12-26 18:20:45.560000+00:00,2018,2,18,2018-12-26,Non Stop,People & Blogs
https://www.youtube.com/watch?v=miwbLDDgSMY,https://www.youtube.com/watch?v=miwbLDDgSMY,2018-12-26 18:05:23.280000+00:00,2018,2,18,2018-12-26,,
Doing Liza Koshy's Makeup,https://www.youtube.com/watch?v=AvQj2VVd5s8,2018-12-26 11:54:33.414000+00:00,2018,2,11,2018-12-26,James Charles,Entertainment
"Angèle interprète en live ""Ta reine"" dans #ONPC",https://www.youtube.com/watch?v=IgaZcOBCQYg,2018-12-26 11:51:43.994000+00:00,2018,2,11,2018-12-26,On n'est pas couché,Entertainment
"DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B",https://www.youtube.com/watch?v=anfOF0KP4JE,2018-12-26 11:48:29.158000+00:00,2018,2,11,2018-12-26,DJSnakeVEVO,Music
Shawn Mendes - In My Blood (Live From The MTV VMAs / 2018),https://www.youtube.com/watch?v=OO5TTjk2DnY,2018-12-26 11:46:15.337000+00:00,2018,2,11,2018-12-26,ShawnMendesVEVO,Music
MA PIRE HONTE,https://www.youtube.com/watch?v=QM5B7t5gu5M,2018-12-26 11:37:50.326000+00:00,2018,2,11,2018-12-26,style tonic,Film & Animation
https://www.youtube.com/watch?v=jOnPCM3iGLI,https://www.youtube.com/watch?v=jOnPCM3iGLI,2018-12-26 10:45:03.440000+00:00,2018,2,10,2018-12-26,,
une vidéo qui a été supprimée,,2018-12-26 10:42:40.790000+00:00,2018,2,10,2018-12-26,,
Top Hits of 2018 in 5 Minutes (SING OFF vs. MYSELF) - Madilyn Bailey,https://www.youtube.com/watch?v=LexRkFu8Vio,2018-12-26 10:37:17.837000+00:00,2018,2,10,2018-12-26,Madilyn,Music
Hailee Steinfeld's “The Way You Make Me Feel” | Lip Sync Battle Live: A Michael Jackson Celebration,https://www.youtube.com/watch?v=YhY6vONpSlQ,2018-12-26 10:34:28.419000+00:00,2018,2,10,2018-12-26,Lip Sync Battle,Entertainment
OUVREZ CETTE VIDÉO EN 2030 !,https://www.youtube.com/watch?v=KmaDRWg8HxM,2018-12-26 10:26:05.466000+00:00,2018,2,10,2018-12-26,Sulivan Gwed,Entertainment
ON REAGIT A VOS PIRES HONTES feat. Bilal Hassani,https://www.youtube.com/watch?v=kNGa9bmvrfM,2018-12-25 14:08:18.281000+00:00,2018,1,14,2018-12-25,Léna Situations,People & Blogs
"HIGH SCHOOL MUSICAL 4 Teaser Trailer Concept (2021) Zac Efron, Vanessa Hudgens Disney Musical Movie",https://www.youtube.com/watch?v=pOZe_abSvCw,2018-12-25 14:06:58.132000+00:00,2018,1,14,2018-12-25,Smasher,Entertainment
Elsa Dasc (LPDLA6) : Qui lui a fait le plus de cadeaux ? Paga ? Adrien Laurent ? Aucun ?,https://www.youtube.com/watch?v=CWfQGhechJY,2018-12-25 14:00:07.033000+00:00,2018,1,14,2018-12-25,VDBUZZ,Entertainment
"David Guetta, Bebe Rexha & J Balvin - Say My Name (Official Video)",https://www.youtube.com/watch?v=ft4jcPSLJfY,2018-12-24 13:39:44.271000+00:00,2018,0,13,2018-12-24,David Guetta,Music
"Billie Eilish, Khalid - lovely",https://www.youtube.com/watch?v=V1Pl8CzNzCw,2018-12-24 13:36:26.919000+00:00,2018,0,13,2018-12-24,BillieEilishVEVO,Music
"Shawn Mendes, Zedd - Lost In Japan (Original + Remix)",https://www.youtube.com/watch?v=SAWzXkV3hHo,2018-12-24 13:32:02.155000+00:00,2018,0,13,2018-12-24,ShawnMendesVEVO,Music
Billie Eilish - idontwannabeyouanymore | A COLORS SHOW,https://www.youtube.com/watch?v=DSbqyWXVDYg,2018-12-24 13:28:08.547000+00:00,2018,0,13,2018-12-24,COLORS,Music
"Shawn Mendes - Youth (Remix / Audio) ft. Khalid, Jessie Reyez",https://www.youtube.com/watch?v=3wfR_VfNTXA,2018-12-24 13:24:46.283000+00:00,2018,0,13,2018-12-24,ShawnMendesVEVO,Music
Halsey - Without Me (Live From The Victoria’s Secret 2018 Fashion Show),https://www.youtube.com/watch?v=CWlbjXwUMJI,2018-12-24 13:21:43.149000+00:00,2018,0,13,2018-12-24,HalseyVEVO,Music
"thank u, next - Ariana Grande / Mina Myoung Choreography",https://www.youtube.com/watch?v=D5-D0VXPsKU,2018-12-24 13:20:43.213000+00:00,2018,0,13,2018-12-24,1MILLION Dance Studio,Entertainment
SOS Milla : Invitée Laura Lempika - Episode 117,https://www.youtube.com/watch?v=40jamGarsJE,2018-12-24 13:15:17.559000+00:00,2018,0,13,2018-12-24,Non Stop,People & Blogs
MHD - Bébé (feat. Dadju),https://www.youtube.com/watch?v=xO2y82caN4U,2018-12-24 13:11:05.425000+00:00,2018,0,13,2018-12-24,Mhd Officiel,Music
Soundtrack to 'Titanic' w/ Ariana Grande & James Corden,https://www.youtube.com/watch?v=7f_d8AVoAjg,2018-12-24 13:09:17.326000+00:00,2018,0,13,2018-12-24,The Late Late Show with James Corden,Entertainment
Ariana Grande: Imagine,https://www.youtube.com/watch?v=fGeH483gNOg,2018-12-24 13:05:03.449000+00:00,2018,0,13,2018-12-24,The Tonight Show Starring Jimmy Fallon,Comedy
une vidéo qui a été supprimée,,2018-12-24 13:04:07.016000+00:00,2018,0,13,2018-12-24,,
MON COPAIN ME MAQUILLE !  (ft. Sundy Jules),https://www.youtube.com/watch?v=Mc3q23cuPic,2018-12-24 12:45:11.555000+00:00,2018,0,12,2018-12-24,SparkDise,Entertainment
Milla Jasmine (MELAA3) : Robe de princesse ou sirène pour son mariage ?,https://www.youtube.com/watch?v=T5IDIhfK4uM,2018-12-24 12:40:36.484000+00:00,2018,0,12,2018-12-24,VDBUZZ,Entertainment
https://www.youtube.com/watch?v=eqVqXC8l0GE,https://www.youtube.com/watch?v=eqVqXC8l0GE,2018-12-24 12:30:49.961000+00:00,2018,0,12,2018-12-24,,
JE PASSE LE TEST DE CULTURE GÉNÉRALE DES MISS FRANCE AVEC UN INVITÉ MYSTÈRE,https://www.youtube.com/watch?v=b_jl6fi8XHc,2018-12-23 23:17:20.431000+00:00,2018,6,23,2018-12-23,HouseOfRbb,People & Blogs
Loren Gray - Queen (Audio),https://www.youtube.com/watch?v=wx0_9qSmEcs,2018-12-23 16:44:05.546000+00:00,2018,6,16,2018-12-23,Loren Gray,People & Blogs
TOUT LE MONDE ENQUÊTE  ( mon jeu de société ),https://www.youtube.com/watch?v=Z0vTqdhOCU8,2018-12-23 16:38:43.028000+00:00,2018,6,16,2018-12-23,Natoo,Comedy
WEEKLY VLOG BIEN SYMPATOCHE || Léna Situations,https://www.youtube.com/watch?v=_6vw88Vy8VA,2018-12-23 16:28:28.437000+00:00,2018,6,16,2018-12-23,Léna Situations,People & Blogs
SOS Milla : Invité Julien Bert - Episode 118,https://www.youtube.com/watch?v=Vd15GNzRVw4,2018-12-23 16:23:09.070000+00:00,2018,6,16,2018-12-23,Non Stop,People & Blogs
MON MEILLEUR AMI ME CONNAIT-IL VRAIMENT?,https://www.youtube.com/watch?v=xWn7P2oZybw,2018-12-23 16:17:26.077000+00:00,2018,6,16,2018-12-23,Sulivan Gwed,Entertainment
JE PASSE 24H AVEC DES PETITES MAINS,https://www.youtube.com/watch?v=4BbN8EOSIAc,2018-12-23 16:06:01.125000+00:00,2018,6,16,2018-12-23,JohanPapz,Entertainment
CE QUI DOIT DISPARAÎTRE EN 2019.,https://www.youtube.com/watch?v=9rFQLbkAuOg,2018-12-23 15:14:08.446000+00:00,2018,6,15,2018-12-23,SparkDise,Entertainment
N'OUBLIEZ PAS LES PAROLES,https://www.youtube.com/watch?v=1AJxJR3qk0c,2018-12-23 15:08:02.827000+00:00,2018,6,15,2018-12-23,Anthonin,Entertainment
24 HEURES MENOTTÉE À BILAL HASSANI ll Léna Situations,https://www.youtube.com/watch?v=H_5OJhyi9hI,2018-12-23 14:49:29.810000+00:00,2018,6,14,2018-12-23,Léna Situations,People & Blogs
2018 EN QUELQUES IMAGES,https://www.youtube.com/watch?v=Tprlk5nEvCc,2018-12-23 14:46:36.163000+00:00,2018,6,14,2018-12-23,style tonic,Howto & Style
SQUEEZIE - FREESTYLE DE TWITTER (ft Bigflo & Oli),https://www.youtube.com/watch?v=0S-0jhWMYMc,2018-12-23 14:42:46.639000+00:00,2018,6,14,2018-12-23,SQUEEZIE,Music
ON CRÉE UNE MUSIQUE EN 24H (ft Bigflo & Oli) #fin,https://www.youtube.com/watch?v=IeJ1496NLIw,2018-12-23 14:26:23.278000+00:00,2018,6,14,2018-12-23,SQUEEZIE,Comedy
JE QUITTE LA TEAM L.A ?,https://www.youtube.com/watch?v=aRP3FGbcRgc,2018-12-23 14:19:24.522000+00:00,2018,6,14,2018-12-23,Sulivan Gwed,Entertainment
VIDEOCLUB – Roi (Clip officiel),https://www.youtube.com/watch?v=4NOMFBRfaT0,2018-12-23 11:44:41.791000+00:00,2018,6,11,2018-12-23,VIDEOCLUB,Music
JE DOIS VOUS DIRE...,https://www.youtube.com/watch?v=Dz6M4wxzZlI,2018-12-23 11:43:36.343000+00:00,2018,6,11,2018-12-23,Adèle,Comedy
MÈRE MARTINE T’APPORTE TON CADEAU DE NOËL!,https://www.youtube.com/watch?v=HQJ5xgMzpuU,2018-12-23 11:38:39.298000+00:00,2018,6,11,2018-12-23,gaelle garcia diaz,Comedy
Aya Nakamura - La dot (Clip officiel),https://www.youtube.com/watch?v=YaKztd2Lsto,2018-12-23 11:34:26.562000+00:00,2018,6,11,2018-12-23,Aya Nakamura,Music
FAQ | les amours? sexualité? études?,https://www.youtube.com/watch?v=3ox9NUh5rE8,2018-12-23 02:02:51.505000+00:00,2018,6,2,2018-12-23,Sundy Jules,Entertainment
MES UNPOPULAR OPINIONS ? Let's be honest !,https://www.youtube.com/watch?v=eUIz6a9JTaY,2018-12-23 01:53:12.397000+00:00,2018,6,1,2018-12-23,Danaëmakeu p,Entertainment
SWAP DE NOEL w/Jules,https://www.youtube.com/watch?v=rOamUwhS4do,2018-12-22 16:21:38.585000+00:00,2018,5,16,2018-12-22,Danaëmakeu p,Entertainment
swap de noël w/Danaë ❆,https://www.youtube.com/watch?v=4xlcWHKBgBQ,2018-12-22 16:13:12.034000+00:00,2018,5,16,2018-12-22,Sundy Jules,Entertainment
https://www.youtube.com/watch?v=9W-OtW6dWXw,https://www.youtube.com/watch?v=9W-OtW6dWXw,2018-12-22 16:02:51.735000+00:00,2018,5,16,2018-12-22,,
https://www.youtube.com/watch?v=rIW_Ew2LS3s,https://www.youtube.com/watch?v=rIW_Ew2LS3s,2018-12-22 16:01:14.539000+00:00,2018,5,16,2018-12-22,,
Bilal Hassani - Copines x Tout Oublier (Aya Nakamura / Angèle Cover),https://www.youtube.com/watch?v=MMOy8BX--FA,2018-12-22 15:58:33.676000+00:00,2018,5,15,2018-12-22,Bilal Hassani,Entertainment
LES PUBS vs LA VIE 3,https://www.youtube.com/watch?v=Gi-n_Ku4Xek,2018-12-22 15:52:38.552000+00:00,2018,5,15,2018-12-22,Cyprien,Comedy
Déterminer la limite d'une suite arithmético-géométrique - Terminale,https://www.youtube.com/watch?v=EgYTH79sDfw,2018-12-21 07:38:50.079000+00:00,2018,4,7,2018-12-21,Yvan Monka,Education
Déterminer la variation d'une suite arithmético-géométrique - Terminale,https://www.youtube.com/watch?v=0CNt_fUuwEY,2018-12-21 07:34:40.875000+00:00,2018,4,7,2018-12-21,Yvan Monka,Education
Exprimer une suite arithmético-géométrique en fonction de n - Terminale,https://www.youtube.com/watch?v=6-vFnQ6TghM,2018-12-21 07:23:59.043000+00:00,2018,4,7,2018-12-21,Yvan Monka,Education
Exprimer une suite arithmético-géométrique en fonction de n - Terminale,https://www.youtube.com/watch?v=6-vFnQ6TghM,2018-12-20 22:24:14.141000+00:00,2018,3,22,2018-12-20,Yvan Monka,Education
MUKBANG : EN COUPLE AVEC UN YOUTUBEUR? CHIRURGIE ÉSTHÉTIQUE?,https://www.youtube.com/watch?v=6tlpoXCDBpg,2018-12-20 01:13:39.894000+00:00,2018,3,1,2018-12-20,HouseOfRbb,People & Blogs
https://www.youtube.com/watch?v=KCnVdD5KdXo,https://www.youtube.com/watch?v=KCnVdD5KdXo,2018-12-18 12:19:11.917000+00:00,2018,1,12,2018-12-18,,
JE RÉAGIS AUX MEILLEURES VIDÉOS DE 2018 !,https://www.youtube.com/watch?v=UViIgU0AK3U,2018-12-18 00:16:05.988000+00:00,2018,1,0,2018-12-18,SparkDise,Comedy
Dylan (Princes 6) en couple avec Fidji Ruiz ?,https://www.youtube.com/watch?v=_azI2xonljc,2018-12-18 00:12:31.468000+00:00,2018,1,0,2018-12-18,PureBreak,People & Blogs
Frankie Grande ft. Ariana Grande -  Seasons of Love,https://www.youtube.com/watch?v=lNwAoFO8gzA,2018-12-18 00:09:17.549000+00:00,2018,1,0,2018-12-18,FrankieJGrande,Entertainment
Beauty Battle ft. Kim Kardashian & MakeupByMario,https://www.youtube.com/watch?v=iRuQ4-9WlJM,2018-12-17 23:40:03.255000+00:00,2018,0,23,2018-12-17,James Charles,Entertainment
https://www.youtube.com/watch?v=wBY-gviGBJ0,https://www.youtube.com/watch?v=wBY-gviGBJ0,2018-12-17 23:30:38.701000+00:00,2018,0,23,2018-12-17,,
https://www.youtube.com/watch?v=gEVHzh0IHDU,https://www.youtube.com/watch?v=gEVHzh0IHDU,2018-12-17 22:13:29.958000+00:00,2018,0,22,2018-12-17,,
Théorème de superposition,https://www.youtube.com/watch?v=NFUldKTbesc,2018-12-17 07:34:17.471000+00:00,2018,0,7,2018-12-17,Med BAHRI,Education
"Billie Eilish: Same Interview, One Year Apart | Vanity Fair",https://www.youtube.com/watch?v=Cm0MGnuRnH0,2018-12-17 00:16:49.630000+00:00,2018,0,0,2018-12-17,Vanity Fair,Entertainment
Taki Taki - DJ Snake ft Selena Gomez / Choreography by Jeanne & Katarina / DANCE ENERGY STUDIO,https://www.youtube.com/watch?v=7I6h3G1CvSI,2018-12-17 00:15:35.762000+00:00,2018,0,0,2018-12-17,DANCE ENERGY dance studio,Entertainment
https://www.youtube.com/watch?v=xt7NOSSqGek,https://www.youtube.com/watch?v=xt7NOSSqGek,2018-12-17 00:10:24.728000+00:00,2018,0,0,2018-12-17,,
GET READY WITH ME ON TOUR PT. 1,https://www.youtube.com/watch?v=MgYTL-8Ni-4,2018-12-17 00:02:18.409000+00:00,2018,0,0,2018-12-17,Kylie Jenner,People & Blogs
JE RELOOKE TOTALEMENT MA MEILLEURE AMIE || Léna Situations,https://www.youtube.com/watch?v=anad4iUpJwA,2018-12-16 23:50:47.034000+00:00,2018,6,23,2018-12-16,Léna Situations,People & Blogs
NORMAN - UNE JOURNÉE AVEC JAMY !,https://www.youtube.com/watch?v=1UtX6trRfII,2018-12-16 22:37:22.369000+00:00,2018,6,22,2018-12-16,NORMAN FAIT DES VIDÉOS,Comedy
UN DIMANCHE AVEC MOI?,https://www.youtube.com/watch?v=dkpJwiHj2Gs,2018-12-16 22:27:10.159000+00:00,2018,6,22,2018-12-16,HouseOfRbb,People & Blogs
JE TRANSFORME MA MÈRE!,https://www.youtube.com/watch?v=pBBJpuy9e0s,2018-12-16 18:27:59.151000+00:00,2018,6,18,2018-12-16,gaelle garcia diaz,Comedy
LA PLUS GROSSE PEUR DE MA VIE,https://www.youtube.com/watch?v=ulpQ5wQHUsw,2018-12-16 18:10:50.919000+00:00,2018,6,18,2018-12-16,Shera Kerienski,Howto & Style
CE QUE DISENT LES PROFS ! - LE RIRE JAUNE,https://www.youtube.com/watch?v=W1PermSdHno,2018-12-16 17:55:04.498000+00:00,2018,6,17,2018-12-16,Kevin Tran 陈科伟,Comedy
electrocinétique / réseaux / théorème de millmann,https://www.youtube.com/watch?v=lpTxdLFJRnQ,2018-12-16 17:40:19.648000+00:00,2018,6,17,2018-12-16,Thierry Collet,Education
Exemple d'utilisation du théorème de Norton,https://www.youtube.com/watch?v=sCx-uHiobb4,2018-12-16 17:39:48.498000+00:00,2018,6,17,2018-12-16,Physique Chimie première année,Education
Exemple d'utilisation du théorème de Thévenin,https://www.youtube.com/watch?v=cSiJ08XExAE,2018-12-16 16:39:10.793000+00:00,2018,6,16,2018-12-16,Physique Chimie première année,Education
Théoreme de Thevenin (Facile à Comprendre) Exemple,https://www.youtube.com/watch?v=2mwtfXXcjOo,2018-12-16 16:37:38.081000+00:00,2018,6,16,2018-12-16,9rayti TV,People & Blogs
Théorème de superposition,https://www.youtube.com/watch?v=NFUldKTbesc,2018-12-16 15:17:27.313000+00:00,2018,6,15,2018-12-16,Med BAHRI,Education
TON MEC PEUT-IL...? autour d'un MUKBANG,https://www.youtube.com/watch?v=VYZhRpFza0I,2018-12-16 12:25:09.171000+00:00,2018,6,12,2018-12-16,Ameliecara01,Howto & Style
MON MAKE-UP POUR LES FÊTES AVEC DES NOUVEAUTÉS 😍❄️ - Horia,https://www.youtube.com/watch?v=xoS4HtH595A,2018-12-16 12:19:29.736000+00:00,2018,6,12,2018-12-16,Horia,Howto & Style
QUI VEUT  DES CADEAUX ?,https://www.youtube.com/watch?v=mksMgBnPiyQ,2018-12-16 12:12:02.612000+00:00,2018,6,12,2018-12-16,HAKIM JEMILI,Entertainment
nouvelle vs ancienne génération des youtubeurs ►,https://www.youtube.com/watch?v=kwE4kdXxI5A,2018-12-15 22:13:37.231000+00:00,2018,5,22,2018-12-15,Sundy Jules,Entertainment
SOS Milla : Invité Julien Bert - Episode 116,https://www.youtube.com/watch?v=8_0mjoApVJY,2018-12-15 21:00:24.243000+00:00,2018,5,21,2018-12-15,Non Stop,People & Blogs
LES COULISSES D'UNE GROSSE VIDÉO,https://www.youtube.com/watch?v=QOaIYVrz_vc,2018-12-15 20:15:04.666000+00:00,2018,5,20,2018-12-15,SQUEEZIE,Comedy
DANS LE DRESSING D’UNE RICHE NEW-YORKAISE || Léna Situations,https://www.youtube.com/watch?v=dyRKBin4XOY,2018-12-15 20:06:58.787000+00:00,2018,5,20,2018-12-15,Léna Situations,People & Blogs
Shawn Mendes Watches Fan Covers On YouTube | Glamour,https://www.youtube.com/watch?v=s4gJIGJvrBo,2018-12-14 00:23:56.924000+00:00,2018,4,0,2018-12-14,Glamour,Entertainment
LA MÈRE NOËL VOUS LIVRE DES CADEAUX,https://www.youtube.com/watch?v=2_EA-uTsOvs,2018-12-14 00:12:48.930000+00:00,2018,4,0,2018-12-14,HouseOfRbb,People & Blogs
ou étions nous ? W/ Danae,https://www.youtube.com/watch?v=yYIhpNFA2ms,2018-12-13 23:45:14.052000+00:00,2018,3,23,2018-12-13,Sundy Jules,Entertainment
JE PIMPE SON AQUARIUM POUR NOËL,https://www.youtube.com/watch?v=EA01wrpEmes,2018-12-13 21:22:31.212000+00:00,2018,3,21,2018-12-13,Esile,Entertainment
NABILLA / NABCOSMETIC : CHIT CHAT MAKEUP,https://www.youtube.com/watch?v=SO505ZdoA0Q,2018-12-13 21:09:06.108000+00:00,2018,3,21,2018-12-13,Salima Aliani,Howto & Style
SOS Milla : Invitée Laura Lempika - Episode 111,https://www.youtube.com/watch?v=mtceYR385RQ,2018-12-13 21:03:12.130000+00:00,2018,3,21,2018-12-13,Non Stop,People & Blogs
Mes musiques faaaaav du moment !,https://www.youtube.com/watch?v=4VVX7XSpBDY,2018-12-13 20:57:27.652000+00:00,2018,3,20,2018-12-13,Danaëmakeu p,Entertainment
ASK: Amour & Etudes | clara marz,https://www.youtube.com/watch?v=FYWqgSYq0vg,2018-12-13 20:22:27.649000+00:00,2018,3,20,2018-12-13,Clara Marz,Entertainment
Remise en question.,https://www.youtube.com/watch?v=8aN47FgPc-c,2018-12-13 20:22:23.196000+00:00,2018,3,20,2018-12-13,VodK,Comedy
TU RÉPONDS OU TU SIROTES ft. Johan Papz,https://www.youtube.com/watch?v=2gn5G6Wytbo,2018-12-12 21:12:50.379000+00:00,2018,2,21,2018-12-12,AnnaRvr,Howto & Style
Avoir une forte poitrine.,https://www.youtube.com/watch?v=PQmEZQFUZ64,2018-12-12 20:57:10.741000+00:00,2018,2,20,2018-12-12,Nadjélika,Entertainment
QUI ME CONNAIT LE MIEUX? PRANK VERSION! feat. Bilal Hassani & Sparkdise || Léna Situations,https://www.youtube.com/watch?v=IFXpkUGW0XU,2018-12-11 23:26:01.019000+00:00,2018,1,23,2018-12-11,Léna Situations,People & Blogs
MON MEC DEVINE LE PRIX DE MES ARTICLES,https://www.youtube.com/watch?v=sEKk2Ikgb9Y,2018-12-11 23:12:40.758000+00:00,2018,1,23,2018-12-11,Shera Kerienski,Howto & Style
SOS Milla : Invitée Laura Lempika - Episode 115,https://www.youtube.com/watch?v=eDnnCE9TkXE,2018-12-11 21:18:10.134000+00:00,2018,1,21,2018-12-11,Non Stop,People & Blogs
LA PREMIÈRE FOIS (Rainbow Six Siege IRL),https://www.youtube.com/watch?v=N6d0wyShsyA,2018-12-11 20:55:11.818000+00:00,2018,1,20,2018-12-11,SQUEEZIE,Entertainment
"MA VRAIE WISHLIST DE NOËL ( CHIRURGIE ESTHÉTIQUE, SNEAKERS... )",https://www.youtube.com/watch?v=AvVzI2G648I,2018-12-11 20:45:31.477000+00:00,2018,1,20,2018-12-11,JohanPapz,Entertainment
MA TRANSFORMATION 💪🏼,https://www.youtube.com/watch?v=xI3VX9j5Cco,2018-12-11 20:27:11.416000+00:00,2018,1,20,2018-12-11,Emma CakeCup,Howto & Style
https://www.youtube.com/watch?v=R7Cz7DDEh6w,https://www.youtube.com/watch?v=R7Cz7DDEh6w,2018-12-11 20:05:36.528000+00:00,2018,1,20,2018-12-11,,
Booba - Petite Fille (Clip Officiel),https://www.youtube.com/watch?v=QHuo2pIyTH8,2018-12-11 06:16:25.189000+00:00,2018,1,6,2018-12-11,B20baOfficiel,Music
https://www.youtube.com/watch?v=i4jSXR4swrY,https://www.youtube.com/watch?v=i4jSXR4swrY,2018-12-10 08:41:46.388000+00:00,2018,0,8,2018-12-10,,
https://www.youtube.com/watch?v=NeLUu1N7l1w,https://www.youtube.com/watch?v=NeLUu1N7l1w,2018-12-10 08:39:53.216000+00:00,2018,0,8,2018-12-10,,
JE VOUS PRÉSENTE JOHANNA PAPZ,https://www.youtube.com/watch?v=hb8qeGJ9H4U,2018-12-09 19:51:56.327000+00:00,2018,6,19,2018-12-09,HouseOfRbb,People & Blogs
Idées Cadeaux de Noël | Hommes & Femmes,https://www.youtube.com/watch?v=G5Pp81i6CtM,2018-12-09 19:51:52.982000+00:00,2018,6,19,2018-12-09,Chloé B,Howto & Style
TOP 5 DES CADEAUX LES PLUS ROMANTIQUES 💖 - Horia,https://www.youtube.com/watch?v=yjlopEQot5M,2018-12-09 12:34:40.336000+00:00,2018,6,12,2018-12-09,Horia,Howto & Style
